ID,LOAN__ACCOUNT_TYPE__C,LOAN__APPLICATION_DATE__C,LOAN__APPROVAL_DATE__C,LOAN__BRANCH__C,LOAN__CLIENT__C,LOAN__CLOSED_DATE__C,LOAN__CO_APPLICANT__C,LOAN__COLLATERAL_NOTES__C,LOAN__COLLATERAL_TYPE__C,LOAN__CURRENT_LOAN_OFFICER__C,LOAN__DISBURSAL_DATE__C,LOAN__EXPECTED_DISBURSAL_DATE__C,LOAN__EXPECTED_REPAYMENT_START_DATE__C,LOAN__FEE_ACCRUED__C,LOAN__FEE_SET__C,LOAN__FEES_PAID__C,LOAN__FEES_REMAINING__C,LOAN__FEES_SUSPENDED__C,LOAN__FIRST_INSTALLMENT_DATE__C,LOAN__FREQUENCY_OF_LOAN_PAYMENT__C,LOAN__FUNDER__C,LOAN__GRACE_PERIOD_FOR_REPAYMENTS__C,LOAN__GROUP__C,LOAN__GUARANTOR__C,LOAN__INCOME_SUSPENDED__C,LOAN__INTEREST_ACCRUED_NOT_DUE__C,LOAN__INTEREST_CALCULATION_METHOD__C,LOAN__INTEREST_ON_OVERDUE_PAID__C,LOAN__INTEREST_ON_OVERDUE_SUSPENDED__C,LOAN__INTEREST_ON_TOTAL_OVERDUE__C,LOAN__INTEREST_PAID__C,LOAN__INTEREST_RATE__C,LOAN__INTEREST_REMAINING__C,LOAN__INTEREST_SUSPENDED__C,LOAN__LAST_INSTALLMENT_DATE__C,LOAN__LOANCNT__C,LOAN__LOAN_AMOUNT__C,LOAN__LOAN_CYCLE_COUNT__C,LOAN__LOAN_PRODUCT_NAME__C,LOAN__LOAN_PURPOSE__C,LOAN__LOAN_STATUS__C,LOAN__NEXT_INSTALLMENT_DATE__C,LOAN__NEXT_REPAYMENT_AMOUNT_AS_OF_TODAY__C,LOAN__NUMBER_OF_DAYS_OVERDUE__C,LOAN__NUMBER_OF_INSTALLMENTS__C,LOAN__OVERDUE_AMOUNT_AS_OF_TODAY__C,LOAN__OVERDUE_INTEREST_RATE__C,LOAN__OVERDUE_INTEREST__C,LOAN__OVERDUE_PENALTY__C,LOAN__OVERDUE_PRINCIPAL__C,LOAN__PAY_OFF_AMOUNT_AS_OF_TODAY__C,LOAN__PENALTY_PAID__C,LOAN__PENALTY_REMAINING__C,LOAN__PREVIOUS_INSTALLMENT_DATE__C,LOAN__PRINCIPAL_PAID__C,LOAN__PRINCIPAL_REMAINING__C,LOAN__REPAYMENT_PROCEDURE__C,LOAN__REPAYMENT_TIED_TO_MEETING_SCHEDULE__C,LOAN__SAVINGS_ACCOUNT__C,LOAN__SAVINGS_PRODUCT__C,LOAN__SOURCE_LOAN_OFFICER__C,LOAN__SUSPENDED__C,LOAN__UNCLEARED_DISBURSAL_AMOUNT__C,LOAN__UNCLEARED_REPAYMENT_AMOUNT__C,LOAN__UNCLEARED_WRITTEN_OFF_AMOUNT__C,LOAN__TOTAL_OVERDUE_FEES__C,LOAN__AVERAGE_MONTHLY_INCOME__C,LOAN__IS_RESCHEDULED__C,LOAN__NEW_FIELD_3__C,LOAN__CONTACT__C,LOAN__ACCOUNT__C,LOAN__INTEREST_ONLY_PERIOD__C,LOAN__BALLOON_PAYMENT__C,LOAN__TIME_COUNTING_METHOD__C,LOAN__PAYMENT_AMOUNT__C,LOAN__PAYMENT_TOLERANCE_START_DATE__C,LOAN__PAYMENT_TOLERANCE_END_DATE__C,LOAN__PAYMENT_TOLERANCE_RATE__C,LOAN__RATE_CHANGE_DT_NEXT__C,LOAN__INTEREST_RATE_LAST__C,LOAN__RATE_CHANGE_DT_LAST__C,LOAN__TOTAL_DUE_CHARGES__C,LOAN__ACCRUAL_START_DAYS__C,LOAN__ACCRUAL_START_DATE__C,LOAN__LAST_ACCRUAL_DATE__C,LOAN__DUE_DAY__C,LOAN__OLDEST_DUE_DATE__C,LOAN__INVALID_DATA__C,LOAN__NEXT_DUE_GENERATION_DATE__C,LOAN__PRE_BILL_DAYS__C,LOAN__PMT_AMT_CUR__C,LOAN__RESERVE_AMOUNT_FOR_NEXT_DUE__C,LOAN__DELINQUENT_AMOUNT__C,LOAN__DELINQUENCY_GRACE_DAYS__C,LOAN__MATURITY_DATE_CURRENT__C,LOAN__WRITE_OFF_TOLERANCE_AMOUNT__C,LOAN__EXCESS__C,LOAN__PRINCIPAL_ADJUSTMENT__C,LOAN__ACCRUAL_STOP_INDICATOR__C,LOAN__ACH_ROUTING_NUMBER__C,LOAN__ACH_ACCOUNT_NUMBER__C,LOAN__ACH_ACCOUNT_TYPE__C,LOAN__ACH_BANK_NAME__C,LOAN__ACH_DEBIT_AMOUNT__C,LOAN__ACH_FREQUENCY__C,LOAN__ACH_START_DATE__C,LOAN__ACH_END_DATE__C,LOAN__ACH_NEXT_DEBIT_DATE__C,LOAN__TERM_CUR__C,LOAN__ACH_ON__C,LOAN__ACH_BANK__C,LOAN__PAYOFF_FEE_INDICATOR__C,LOAN__PREPAYMENT_PENALTY_INDICATOR__C,LOAN__EARLY_PRE_PAYMENT_PENALTY_INDICATOR__C,LOAN__LAST_TRANSACTION_TIMESTAMP__C,LOAN__LAST_TRANSACTION_TYPE__C,LOAN__ACH_DEBIT_DAY__C,LOAN__OT_ACH_ACCOUNT_NUMBER__C,LOAN__OT_ACH_ACCOUNT_TYPE__C,LOAN__CHARGED_OFF_PRINCIPAL__C,LOAN__OT_ACH_DEBIT_DATE__C,LOAN__OT_ACH_FEE_AMOUNT__C,LOAN__OT_ACH_PAYMENT_AMOUNT__C,LOAN__OT_ACH_ROUTING_NUMBER__C,LOAN__OT_ACH_DRAWER_ADDRESS1__C,LOAN__OT_ACH_DRAWER_ADDRESS2__C,LOAN__OT_ACH_DRAWER_CITY__C,LOAN__OT_ACH_DRAWER_NAME__C,LOAN__OT_ACH_DRAWER_STATE__C,LOAN__OT_ACH_DRAWER_ZIP__C,LOAN__OT_ACH_RELATIONSHIP_TYPE__C,LOAN__OT_ACH_BANK_NAME__C,LOAN__LA_MATURED_FLAG__C,LOAN__LA_DELINQUENCY_FLAG__C,LOAN__LA_AMORTIZATION_CALCULATION_METHOD__C,LOAN__LA_AMORTIZATION_FREQUENCY__C,LOAN__LA_AMORTIZED_BALANCE_TYPE__C,LOAN__LA_AMORTIZATION_ENABLED__C,LOAN__LA_NEXT_AMORTIZATION_DATE__C,LOAN__INTEREST_ESTIMATED__C,LOAN__CHARGED_OFF_FEES__C,LOAN__CHARGED_OFF_INTEREST__C,LOAN__PREPAYMENT_METHOD__C,LOAN__PREPAYMENT_VALUE__C,LOAN__ORIGIN_SOURCE__C,LOAN__METRO2_ACCOUNT_TYPE_CODE__C,LOAN__METRO2_PORTFOLIO_TYPE__C,LOAN__METRO2_ACCOUNT_STATUS_CODE__C,LOAN__INCLUDE_IN_METRO2_FILE__C,LOAN__METRO2_PAYMENT_RATING__C,LOAN__METRO2_PAYMENT_HISTORY__C,LOAN__PREPAYMENT_PENALTY_PERIODS__C,LOAN__METRO2_SPECIAL_COMMENT__C,LOAN__ACTIVE_INVESTOR__C,LOAN__METRO2_ACCOUNT_HIGHEST_BAL_AMOUNT__C,LOAN__LAST_PAYMENT_DATE__C,LOAN__METRO2_ACCOUNT_PMT_HISTORY_DATE__C,LOAN__METRO2_FIRST_DELINQUENCY_DATE__C,LOAN__LOAN_EFFECTIVE_DATE__C,LOAN__METRO2_COMPLIANCE_CONDITION_CODE__C,LOAN__LAST_PAYMENT_AMOUNT__C,LOAN__PRE_PAID_INTEREST_AMOUNT__C,LOAN__PRE_PAID_INTEREST_PAID_TILL_DATE__C,LOAN__METRO2_CONSUMER_INFORMATION_CODE__C,LOAN__METRO2_CCCD_DATE__C,LOAN__METRO2_CIIC_DATE__C,LOAN__PRINCIPAL_ADJUSTMENT_SUBTRACT__C,LOAN__ACH_DRAWER_NAME__C,LOAN__ACH_RELATIONSHIP_TYPE__C,LOAN__MIGRATION_DATE__C,LOAN__INTEREST_WAIVED__C,LOAN__ACCRUE_PAST_MATURITY__C,LOAN__CONTRACTUAL_DUE_DAY__C,LOAN__CONTRACTUAL_INTEREST_RATE__C,LOAN__CHARGED_OFF_DATE__C,LOAN__FRACTIONALIZATION_STATUS__C,LOAN__APR__C,LOAN__INTEREST_RATE_PAST_MATURITY__C,LOAN__LAST_ADVANCE_DATE__C,LOAN__NEXT_CRB_PAYMENT_PROFILE_DATE__C,LOAN__PRODUCT_TYPE__C,LOAN__PRINCIPAL_POSTED__C,LOAN__INTEREST_POSTED__C,LOAN__REPAYMENT_TERM_PAYMENT_PERCENT__C,LOAN__CREDIT_LIMIT_CURRENT__C,LOAN__MAXIMUM_ADVANCE_AMOUNT__C,LOAN__MINIMUM_ADVANCE_AMOUNT__C,LOAN__MAXIMUM_DRAW_AMOUNT__C,LOAN__MINIMUM_DRAW_AMOUNT__C,LOAN__PERIODIC_FEE__C,loan__Next_Commission_Payment_Date__c,loan__Disbursal_Amount__c,loan__Draw_Billing_Method__c,loan__Repayment_Billing_Method__c,loan__Draw_Period_Interest_Calculation__c,loan__Repayment_Period_Interest_Calculation__c,loan__Draw_Term_Payment_Percent__c,loan__draw_term__c,loan__Credit_Limit__c,LOAN__FUNDING_IN_TRANCHES__C,loan__Draw_Period_End_Date__c,loan__Disbursed_Amount__c,LOAN__DISBURSAL_STATUS__C,loan__Last_Disbursal_Amount__c,loan__Last_Disbursal_Date__c,LOAN__Loan_Account_External_Id__c
l15_Loc12,,2013-03-07,,Br1,,,,,,,2013-03-07,2013-03-07,2013-03-19,0,fs1,0,3900,0,2013-03-19,Monthly,,0,,,0,26.67,Declining Balance,0,0,0,0,8,134.4035595,0,2013-12-19,1,0,,loc1,p1,Active - Bad Standing,2013-07-19,0,110,10,0,,0,0,0,10060.09222,0,0,2013-06-19,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,3000-12-31,8,2013-03-07,3900,0,2013-03-07,2013-06-17,19,2013-03-19,FALSE,2013-07-17,2,0,0,614.4035595,0,2013-12-19,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-06-17T07:10:20.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,,0,0,,0,None,,Installment,80,FALSE,3,123,0,,FALSE,6000,,2013-03-07,2013-03-19,2013-03-07,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,19,8,,Pending,,,,2013-08-01,Line of Credit,0,0,8,6000,0,0,100000,0,FALSE,,0,Interest Only,Principal Plus Interest,Compounding Interest,Compounding Interest,5,3,6000,,,,,,,l15_Loc12
l15_Loc13,,2013-01-14,,Br1,,,,,,,2013-01-14,2013-01-14,2013-02-14,0,fs1,18.67,2443.43,0,2013-02-14,Monthly,,0,,,0,3.36,Declining Balance,0,0,0,0,8,38.92730159,0,2013-11-14,1,0,,loc1,p1,Active - Bad Standing,2013-04-14,0,31,10,0,,0,0,0,5527.857302,0,0,2013-03-14,0,3022,Equal Monthly Installments,FALSE,,,,FALSE,0,0,0,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,3000-12-31,8,2013-01-14,2443.43,0,2013-01-14,2013-03-12,14,2013-02-14,FALSE,2013-04-12,2,0,0,38.92730159,0,2013-11-14,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-03-12T10:30:24.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,3022,2013-02-14,2013-01-14,2013-02-14,2013-01-14,UNDEFINED,18.67,0,,UNDEFINED,,,0,,,,0,TRUE,14,8,,Pending,,,,2013-04-01,Line of Credit,0,0,8,4000,0,0,100000,0,FALSE,,0,Interest Only,Principal Plus Interest,Compounding Interest,Compounding Interest,5,3,4000,,,,,,,l15_Loc13
l15_Loc14,,2013-03-17,,Br1,,,,,,,2013-03-17,2013-03-17,2013-04-17,0,fs1,0,1300,0,2013-04-17,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,8,0,0,2014-01-17,1,0,,loc1,p1,Active - Good Standing,2013-04-17,0,,10,0,,0,0,0,3313.33,0,0,,0,2000,Equal Monthly Installments,FALSE,,,,FALSE,0,0,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,3000-12-31,8,2013-03-17,1300,0,2013-03-17,2013-03-17,17,,FALSE,2013-04-15,2,0,0,0,0,2014-01-17,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-03-17T11:39:43.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,2000,,2013-03-17,,2013-03-17,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,17,8,,Pending,,,,2013-04-01,Line of Credit,0,0,8,6000,0,0,100000,0,FALSE,,0,Interest Only,Principal Plus Interest,Compounding Interest,Compounding Interest,5,5,6000,,,,,,,l15_Loc14
l16_FIT1,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-02-01,0,fs1,0,0,0,2013-02-01,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,10,0,0,2013-11-01,1,5000,,FIT,p1,Approved,,0,,10,0,,0,0,0,0,0,0,,0,0,Equal Monthly Installments,FALSE,,,,FALSE,,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,,,,0,0,,,0,,FALSE,,0,0,0,0,0,,0,0,0,FALSE,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,,,0,0,,0,None,,Installment,,FALSE,,,0,,FALSE,0,,,,,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,1,10,,Pending,,,,,Loan,0,0,0,,0,0,0,0,FALSE,,5000,,,Simple Interest,Simple Interest,,,,TRUE,2013-01-31,0,Pending Disbursal,,,l16_FIT1
l16_FIT2,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-03-02,0,fs1,0,750,0,2013-03-02,Monthly,,0,,,0,3.61,Declining Balance,0,0,0,0,10,0,0,2013-12-02,1,5000,,FIT,p1,Active - Good Standing,2013-03-02,0,0,10,0,,0,0,0,1753.61,0,0,,0,1000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,105.5,,,0,3000-12-31,10,2013-01-02,750,0,2013-01-02,2013-01-02,2,2013-03-02,FALSE,2013-03-02,0,105.5,0,0,0,2013-12-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-02T12:41:01.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,55,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,1000,,2013-01-02,,2013-01-02,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-02-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,,,Simple Interest,Simple Interest,0,0,,TRUE,2013-03-01,1000,Partially Disbursed,,2013-01-02,l16_FIT2
l16_FIT3,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-03-02,0,fs1,0,2600,0,2013-03-02,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,10,7.22,0,2013-12-02,1,5000,,FIT,p1,Active - Good Standing,2013-03-02,0,0,10,0,,0,0,0,6607.22,0,0,,0,4000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,421.04,,,0,3000-12-31,10,2013-01-02,2600,0,2013-01-02,2013-01-15,2,2013-03-02,FALSE,2013-03-02,0,421.04,0,0,0,2013-12-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-15T13:05:35.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,210.4,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,4000,,2013-01-02,,2013-01-02,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-02-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,,,Simple Interest,Simple Interest,0,0,,TRUE,2013-03-01,4000,Partially Disbursed,,2013-01-15,l16_FIT3
l16_FIT4,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-03-02,0,fs1,0,0,0,2013-03-02,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,10,0,0,2013-12-02,1,5000,,FIT,p1,Approved,,0,,10,0,,0,0,0,0,0,0,,0,0,Equal Monthly Installments,FALSE,,,,FALSE,,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,,,,0,0,,,0,,FALSE,,0,0,0,0,0,,0,0,0,FALSE,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,,,0,0,,0,None,,Installment,,FALSE,,,0,,FALSE,0,,,,,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,,,,,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,,,TRUE,2013-03-01,0,Pending Disbursal,,,l16_FIT4
l16_FIT5,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-03-02,0,fs1,0,1300,0,2013-03-02,Monthly,,0,,,0,7.22,Declining Balance,0,0,0,0,10,0,0,2013-12-02,1,5000,,FIT,p1,Active - Good Standing,2013-02-02,0,0,10,0,,0,0,0,3307.22,0,0,,0,2000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,16.67,,,0,3000-12-31,10,2013-01-02,1300,0,2013-01-02,2013-01-02,2,2013-02-02,FALSE,2013-02-02,0,16.67,0,0,0,2013-12-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-02T12:58:03.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,109.47,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,2000,,2013-01-02,,2013-01-02,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-02-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,1,,TRUE,2013-03-01,2000,Partially Disbursed,2000,2013-01-02,l16_FIT5
l16_FIT6,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-04-02,0,fs1,0,3150,0,2013-04-02,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,10,7.22,0,2014-01-02,1,5000,,FIT,p1,Active - Good Standing,2013-02-02,0,0,10,0,,0,0,0,8157.22,0,0,,0,5000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,32.22,,,0,3000-12-31,10,2013-01-02,3150,0,2013-01-02,2013-01-15,2,2013-02-02,FALSE,2013-02-02,0,32.22,0,0,0,2014-01-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-15T13:21:47.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,306.24,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,5000,,2013-01-02,,2013-01-02,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-02-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,2,,TRUE,2013-04-01,5000,Fully Disbursed,3000,2013-01-15,l16_FIT6
l16_FIT7,,2013-01-02,,Br1,,,,,,,2013-01-02,2013-01-02,2013-04-02,0,fs1,0,2600,0,2013-04-02,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,10,25.83,0,2014-01-02,1,5000,,FIT,p1,Active - Good Standing,2013-04-02,0,0,10,0,,0,0,0,6625.83,0,0,,0,4000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,424.7,,,0,3000-12-31,10,2013-01-02,2600,0,2013-01-02,2013-02-03,2,2013-04-02,FALSE,2013-04-02,0,424.7,0,0,0,2014-01-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-02-03T10:48:38.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,247,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,4000,,2013-01-03,,2013-01-03,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-03-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,,,Simple Interest,Simple Interest,0,0,,TRUE,2013-04-01,4000,Partially Disbursed,1000,2013-02-03,l16_FIT7
l16_FIT8,,2013-01-03,,Br1,,,,,,,2013-01-03,2013-01-03,2013-04-02,0,fs1,0,1850,0,2013-04-02,Monthly,,0,,,0,25,Declining Balance,0,0,0,0,10,0,0,2014-01-02,1,5000,,FIT,p1,Active - Bad Standing,2013-03-02,0,1,10,0,,0,0,0,4875,0,0,2013-02-02,0,3000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,25,,,0,3000-12-31,10,2013-01-03,1850,0,2013-01-03,2013-01-03,2,2013-02-02,FALSE,2013-03-02,0,25,0,25,0,2014-01-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-03T09:52:58.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,189.2,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,3000,,2013-01-03,2013-02-02,2013-01-03,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-03-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,2,,TRUE,2013-04-01,3000,Partially Disbursed,3000,2013-01-03,l16_FIT8
l16_FIT9,,2013-01-03,,Br1,,,,,,,2013-01-03,2013-01-03,2013-04-02,0,fs1,1850,0,0,2013-04-02,Monthly,,0,,,0,0,Declining Balance,0,0,0,25,10,2.00E-32,0,2014-01-02,1,5000,,FIT,p1,Active - Good Standing,2013-03-02,0,0,10,0,,0,0,0,3000,0,0,2013-02-02,0,3000,Equal Monthly Installments,FALSE,,,,FALSE,0,0,0,0,,FALSE,,c1,,0,0,Month And Days,25,,,0,3000-12-31,10,2013-01-03,0,0,2013-01-03,2013-02-03,2,2013-03-02,FALSE,2013-03-02,0,25,0,0,0,2014-01-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-02-03T10:51:20.000Z,Payment Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,189.2,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,3000,2013-02-03,2013-01-03,2013-02-02,2013-01-03,UNDEFINED,1875,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-03-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,2,,TRUE,2013-04-01,3000,Partially Disbursed,3000,2013-01-03,l16_FIT9
l16_FIT10,,2013-01-03,,Br1,,,,,,,2013-01-03,2013-01-03,2013-03-02,0,fs1,2400,0,0,2013-03-02,Monthly,,0,,,0,0,Declining Balance,0,0,0,33.33,10,0.003333333,0,2013-12-02,1,5000,,FIT,p1,Active - Good Standing,2013-03-02,0,0,10,0,,0,0,0,4000.003333,0,0,2013-02-02,0,4000,Equal Monthly Installments,FALSE,,,,FALSE,0,0,0,0,,FALSE,,c1,,0,0,Month And Days,33.33,,,0,3000-12-31,10,2013-01-03,0,0,2013-01-03,2013-02-03,2,2013-03-02,FALSE,2013-03-02,0,418.56,0,0,0,2013-12-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-02-03T10:55:17.000Z,Payment Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,218.93,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,4000,2013-02-03,2013-01-03,2013-02-02,2013-01-03,UNDEFINED,2433.33,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-03-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,1,,TRUE,2013-03-01,4000,Partially Disbursed,4000,2013-01-03,l16_FIT10
l16_FIT11,,2013-01-03,,Br1,,,,,,,2013-01-03,2013-01-03,2013-04-02,0,fs1,0,2400,0,2013-04-02,Monthly,,0,,,0,33.33,Declining Balance,0,0,0,0,10,0,0,2014-01-02,1,5000,,FIT,p1,Active - Bad Standing,2013-03-02,0,1,10,0,,0,0,0,6433.33,0,0,2013-02-02,0,4000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,33.33,,,0,3000-12-31,10,2013-01-03,2400,0,2013-01-03,2013-01-03,2,2013-02-02,FALSE,2013-03-02,0,33.33,0,33.33,0,2014-01-02,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-03T10:17:30.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,3000-12-31,252.26,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,4000,,2013-01-03,2013-02-02,2013-01-03,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,2,10,,Pending,0,,,2013-03-01,Loan,0,0,0,,0,0,0,0,FALSE,,5000,Interest Only,,Simple Interest,Simple Interest,0,2,,TRUE,2013-04-01,4000,Partially Disbursed,4000,2013-01-03,l16_FIT11
